Region Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Yogyakarta,1,2021,3822,392.4975661,973764,3822
South Kalimantan,3,2019,7500,161.3321649,4648794,7500
West Nusa Tenggara,4,2018,2052,150.9144223,1359711,2052
Riau Islands,2,2019,17336,173.5881469,9986857,17336
Gorontalo,3,2018,8125,144.069684,5639632,8125
Central Java,3,2019,71475,180.8933909,39512223,71475
North Sulawesi,2,2018,3543,112.2954483,3155070,3543
West Java,2,2020,7840,219.8981456,3565287,7840
East Kalimantan,3,2018,6489,145.2433963,4467673,6489
West Java,1,2018,5337,149.6934188,3565287,5337
Southeast Sulawesi,3,2019,800,104.9783351,762062,800
Central Papua,3,2020,4611,219.9034828,2096829,4611
East Nusa Tenggara,4,2018,14455,162.741396,8882190,14455
Maluku,4,2020,2792,197.1929666,1415872,2792
Lampung,2,2018,1559,115.9787295,1344212,1559
Yogyakarta,3,2019,2525,259.3030755,973764,2525
West Sulawesi,1,2022,21909,208.8942079,10488084,21909
East Kalimantan,2,2020,8144,182.2872892,4467673,0
West Sumatra,3,2018,9636,143.1325986,6732219,9636
North Sumatra,2,2021,3816,213.5344825,1787065,3816
South West Java,2,2021,8264,208.8466153,3956971,8264
Gorontalo,1,2018,7099,125.8770076,5639632,7099
West Kalimantan,3,2018,1746,163.3641411,1068778,1746
North Sumatra,2,2020,2946,164.8513065,1787065,2946
Maluku,1,2021,22893,300.6345591,7614893,22893
West Sumatra,4,2019,8130,139.6323256,5822434,8130
East Papua,4,2018,9814,190.610704,5148714,9814
West Nusa Tenggara,4,2019,2029,149.2228863,1359711,2029
Bengkulu,4,2018,4284,141.9575294,3017804,4284
West Nusa Tenggara,3,2020,2799,205.8525672,1359711,2799
Jakarta,3,2018,56998,265.3817765,21477737,56998
Lampung,2,2021,3089,229.8000613,1344212,3089
Central Sulawesi,4,2021,4444,152.5410581,2913314,4444
Sumatra,1,2021,86722,299.0838595,28995881,86722
Papua,3,2020,14546,237.004817,6137428,14546
Central Kalimantan,1,2018,2150,111.1451152,1934408,2150
West Java,3,2018,5676,159.2017697,3565287,5676
Bengkulu,1,2021,6993,231.7247906,3017804,6993
Java,2,2020,953,164.6626662,578759,953
Bali,1,2020,12699,185.9522103,6829174,12699
Bengkulu,3,2018,4407,146.0333408,3017804,4407
Central Sulawesi,1,2021,9027,309.8533148,2913314,0
South West Java,1,2018,5201,131.4389213,3956971,5201
Central Papua,2,2021,3090,291.6852706,1059361,3090
Southeast Sulawesi,1,2021,1525,200.1149513,762062,1525
East Papua,1,2022,11103,215.6460817,5148714,11103
West Sumatra,4,2021,9738,167.2496416,5822434,9738
North Sulawesi,1,2022,3919,124.212775,3155070,3919
Sumatra,1,2022,61721,212.8612681,28995881,61721
Maluku,3,2020,18563,243.7723025,7614893,18563
Puerto Rico,1,2018,709,22.19999787,3193694,709
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
Java,2,2018,695,120.0845257,578759,695
Bengkulu,3,2020,7580,251.1760207,3017804,7580
West Papua,3,2019,25035,235.7916794,10617423,25035
Borneo,3,2018,720,115.3866494,623989,720
Gorontalo,2,2018,7517,133.2888387,5639632,7517
Maluku,3,2021,19394,254.6851282,7614893,19394
Sulawesi,1,2021,28022,328.2987244,8535519,28022
West Java,3,2021,8611,241.5233332,3565287,8611
Lampung,3,2020,2382,177.204191,1344212,2382
Maluku,1,2019,11478,150.7309426,7614893,11478
South West Java,4,2019,4659,117.7415756,3956971,4659
West Java,2,2020,7840,219.8981456,3565287,7840
Aceh,2,2018,9435,192.4259435,4903185,9435
North Kalimantan,1,2020,10607,153.8918445,6892503,10607
Banten,2,2019,14589,200.4336753,7278717,14589
Central Java,3,2020,31348,244.8681998,12801989,31348
West Java,3,2019,6249,175.2734072,3565287,6249
Sumatra,2,2018,57667,198.879972,28995881,57667
West Kalimantan,1,2019,2677,149.3739074,1792147,2677
South Sumatra,3,2019,22699,179.1297399,12671821,22699
West Papua,4,2018,22315,210.1734103,10617423,22315
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
West Papua,4,2019,21002,197.8069443,10617423,21002
West Kalimantan,2,2020,3171,176.9386105,1792147,3171
Jakarta,4,2020,67675,315.0937177,21477737,67675
Puerto Rico,2,2021,2442,76.46318026,3193694,2442
Bali,4,2020,18160,265.9179573,6829174,0
Sulawesi,4,2018,13729,160.8455209,8535519,13729
South East Java,1,2022,21749,186.0622289,11689100,21749
Sumatra,1,2018,54509,187.9887699,28995881,54509
Central Papua,4,2020,2585,244.0150242,1059361,2585
Yogyakarta,3,2019,2525,259.3030755,973764,2525
West Nusa Tenggara,1,2022,2363,173.7869297,1359711,2363
Central Java,1,2019,20130,157.2411912,12801989,20130
Riau Islands,3,2021,22572,226.0170542,9986857,22572
Central Sulawesi,1,2019,3976,136.4768782,2913314,3976
Borneo,1,2020,920,147.4384965,623989,920
North Kalimantan,4,2020,16679,241.9875624,6892503,16679
Bangka Belitung,3,2021,22374,370.082439,6045680,22374
Aceh,4,2020,12498,254.8955424,4903185,12498
South Kalimantan,2,2019,7570,162.8379317,4648794,7570
Central Sulawesi,3,2018,4242,145.6073736,2913314,4242
West Kalimantan,3,2018,1746,163.3641411,1068778,1746
Bengkulu,4,2021,5124,169.7923391,3017804,5124
North Sumatra,4,2020,3271,183.0375504,1787065,3271
Central Kalimantan,3,2020,3540,183.0017246,1934408,3540
West Sulawesi,2,2018,17703,168.7915543,10488084,17703
North Sumatra,3,2020,3302,184.7722383,1787065,3302
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
Aceh,2,2021,17554,358.01219,4903185,17554
West Sulawesi,1,2022,21909,208.8942079,10488084,21909
Central Kalimantan,1,2019,2237,115.6426152,1934408,2237
Central Java,4,2020,87759,222.1059544,39512223,87759
South West Java,3,2019,5844,147.6887245,3956971,5844
Maluku,2,2019,2146,151.5673733,1415872,2146
Central Kalimantan,1,2019,2237,115.6426152,1934408,2237
Puerto Rico,4,2021,1483,46.43525648,3193694,1483
South Sumatra,3,2018,19519,154.0346885,12671821,19519
Central Java,3,2020,93753,237.2759437,39512223,93753
South East Java,2,2020,24379,208.5618226,11689100,24379
Papua,1,2019,10330,168.3115468,6137428,10330
East Nusa Tenggara,3,2019,17556,197.653957,8882190,17556
Maluku,1,2022,2405,169.8599873,1415872,2405
North Maluku,2,2019,4519,151.840516,2976149,4519
East Papua,2,2020,11468,222.7352306,5148714,11468
Java,1,2021,1201,207.5129717,578759,1201
South Sulawesi,1,2020,7713,250.4093948,3080156,7713
East Java,2,2019,12120,210.4628516,5758736,12120
East Java,4,2018,9927,172.3815782,5758736,9927
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
Sumatra,2,2018,57667,198.879972,28995881,57667
Banten,4,2021,15537,213.4579487,7278717,15537
East Java,2,2020,14876,258.3205759,5758736,14876
Central Sumatra,1,2022,8292,196.598318,4217737,8292
West Papua,1,2022,1098,124.1156197,884659,1098
East Papua,1,2019,8407,163.2834918,5148714,8407
West Papua,4,2018,22315,210.1734103,10617423,22315
West Sumatra,3,2019,9499,163.1448291,5822434,9499
Sulawesi,1,2022,19714,230.96428,8535519,19714
East Nusa Tenggara,3,2020,22338,251.4920307,8882190,22338
Maluku,1,2022,2405,169.8599873,1415872,2405
Jakarta,4,2019,47451,220.9310972,21477737,47451
Java,3,2021,1067,184.359984,578759,1067
Puerto Rico,1,2021,2663,83.38306676,3193694,2663
Yogyakarta,3,2019,2525,259.3030755,973764,2525
East Kalimantan,3,2021,9049,202.5439194,4467673,9049
Sumatra,4,2018,46567,160.5986726,28995881,46567
West Kalimantan,3,2021,2096,196.1118212,1068778,2096
Central Kalimantan,2,2020,3075,158.9633624,1934408,3075
West Sumatra,1,2020,9582,142.3304857,6732219,9582
Central Java,4,2020,87759,222.1059544,39512223,87759
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
North Sumatra,4,2021,2933,164.1238567,1787065,2933
Yogyakarta,3,2020,3183,326.8759165,973764,3183
West Sumatra,3,2018,7773,133.5008692,5822434,7773
West Papua,2,2020,30679,288.9495879,10617423,30679
Maluku,3,2020,18563,243.7723025,7614893,18563
Puerto Rico,2,2021,2442,76.46318026,3193694,2442
Riau Islands,2,2018,21019,210.4666163,9986857,21019
West Nusa Tenggara,1,2018,1930,141.9419274,1359711,0
West Java,1,2021,9418,264.1582571,3565287,9418
Maluku,2,2021,3140,221.7714596,1415872,3140
North Sumatra,2,2020,2946,164.8513065,1787065,2946
Banten,3,2019,17195,236.2366884,7278717,17195
District of Columbia,2,2019,2281,323.202725,705749,2281
Riau Islands,4,2019,14388,144.0693503,9986857,14388
Maluku,1,2020,12332,161.945808,7614893,12332
Bali,2,2020,15891,232.6928557,6829174,15891
North Kalimantan,1,2019,10069,146.0862621,6892503,10069
Borneo,2,2019,902,144.5538303,623989,902
West Nusa Tenggara,1,2020,2312,170.0361327,1359711,2312
East Java,3,2021,16392,284.6457973,5758736,16392
Java,3,2019,832,143.7558638,578759,832
District of Columbia,1,2018,2100,297.5562133,705749,2100
Bali,3,2021,1735,237.1692787,731545,1735
South West Java,1,2018,5201,131.4389213,3956971,5201
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
Aceh,2,2019,9073,185.0429874,4903185,9073
West Nusa Tenggara,2,2019,2450,180.1853482,1359711,2450
Central Sumatra,1,2018,6387,151.4319172,4217737,6387
South Sulawesi,4,2020,9672,314.0100696,3080156,9672
North Maluku,1,2020,4045,135.9138941,2976149,4045
Central Sumatra,4,2021,8255,195.7210703,4217737,8255
East Papua,3,2021,16415,318.8174756,5148714,16415
North Maluku,3,2019,4706,158.1238036,2976149,4706
Bali,1,2019,11301,165.4812134,6829174,11301
Gorontalo,1,2019,7678,136.1436349,5639632,7678
Borneo,3,2018,720,115.3866494,623989,720
Southeast Sulawesi,4,2020,1113,146.0511087,762062,1113
Central Papua,4,2020,4450,212.225222,2096829,4450
Bali,2,2021,21974,321.7665855,6829174,21974
East Papua,2,2019,10049,195.1749505,5148714,10049
Bengkulu,4,2020,5325,176.4528114,3017804,5325
East Kalimantan,3,2018,6489,145.2433963,4467673,6489
Java,2,2019,5078,158.3925928,3205958,5078
South Kalimantan,4,2018,6882,148.0383945,4648794,6882
Maluku,3,2021,19394,254.6851282,7614893,19394
West Sumatra,1,2020,9582,142.3304857,6732219,9582
Central Sulawesi,1,2022,4348,149.2458417,2913314,4348
East Java,4,2020,14701,255.2817146,5758736,0
West Sulawesi,1,2019,18425,175.6755571,10488084,18425
South Sumatra,1,2021,42765,337.4810929,12671821,42765
Maluku,3,2021,19394,254.6851282,7614893,19394
Sumatra,3,2020,72655,250.5700723,28995881,72655
Central Kalimantan,1,2020,2449,126.6020405,1934408,2449
Southeast Sulawesi,2,2020,859,112.7204873,762062,859
East Java,3,2021,16392,284.6457973,5758736,16392
Central Kalimantan,1,2018,2150,111.1451152,1934408,2150
Central Sumatra,4,2021,8255,195.7210703,4217737,8255
Central Sulawesi,4,2021,4444,152.5410581,2913314,4444
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
North Kalimantan,4,2018,8914,129.3289245,6892503,8914
Aceh,2,2021,17554,358.01219,4903185,17554
West Kalimantan,1,2021,2577,241.11649,1068778,2577
North Sulawesi,2,2019,4380,138.8241782,3155070,4380
East Java,3,2018,10746,186.6034491,5758736,10746
West Kalimantan,2,2020,1948,182.2642307,1068778,1948
Lampung,4,2018,1780,132.4195886,1344212,1780
South Kalimantan,3,2021,15421,331.7204419,4648794,15421
South Kalimantan,3,2019,7500,161.3321649,4648794,7500
North Sulawesi,4,2019,3662,116.0671554,3155070,3662
North Sumatra,1,2021,4438,248.3401555,1787065,4438
Java,4,2018,3866,120.5879803,3205958,3866
Bali,4,2018,12259,179.5092642,6829174,12259
Central Kalimantan,3,2019,2825,146.0395118,1934408,2825
Riau Islands,3,2020,20907,209.3451423,9986857,20907
Riau,4,2019,31706,162.9830138,19453561,31706
West Sulawesi,1,2020,18909,180.290318,10488084,18909
Banten,2,2019,14589,200.4336753,7278717,14589
North Sumatra,2,2021,3816,213.5344825,1787065,3816
Central Java,1,2019,20130,157.2411912,12801989,20130
Central Java,1,2020,22475,175.5586573,12801989,22475
East Kalimantan,1,2019,6041,135.2158047,4467673,6041
Central Java,4,2018,59360,150.2319928,39512223,59360
South Sulawesi,4,2021,8893,288.7191428,3080156,8893
Bangka Belitung,2,2021,22454,371.405698,6045680,0
Central Java,3,2019,71475,180.8933909,39512223,71475
Bangka Belitung,4,2020,17938,296.7077318,6045680,17938
Bali,3,2019,1063,145.308901,731545,1063
South Sumatra,1,2018,19232,151.7698206,12671821,19232
Sumatra,2,2021,86304,297.6422755,28995881,86304
Central Papua,2,2019,3698,176.361544,2096829,3698
Borneo,2,2020,1189,190.5482308,623989,1189
East Java,3,2018,10746,186.6034491,5758736,10746
North Sumatra,4,2019,2255,126.184554,1787065,2255
West Sulawesi,1,2018,17541,167.2469442,10488084,17541
South Sumatra,2,2019,22080,174.2448856,12671821,22080
South Sumatra,1,2022,25515,201.352276,12671821,25515
Central Sumatra,1,2020,7018,166.3925465,4217737,7018
East Kalimantan,4,2021,7507,168.0293074,4467673,7507
Maluku,4,2019,1780,125.717579,1415872,1780
Central Papua,4,2020,4450,212.225222,2096829,4450
Riau,2,2018,31185,160.3048408,19453561,31185
Central Java,3,2021,40852,319.1066638,12801989,40852
East Nusa Tenggara,4,2019,13984,157.4386497,8882190,13984
Java,1,2022,5766,179.8526369,3205958,5766
West Sumatra,2,2019,10312,153.1738644,6732219,10312
District of Columbia,4,2019,1782,252.497701,705749,1782
West Sumatra,1,2019,8366,143.6856133,5822434,8366
Central Java,3,2021,40852,319.1066638,12801989,40852
Central Java,1,2020,22475,175.5586573,12801989,22475
Central Java,3,2018,21004,164.0682553,12801989,21004
West Nusa Tenggara,2,2019,2450,180.1853482,1359711,2450
Borneo,1,2018,652,104.4890214,623989,652
South East Java,2,2020,24379,208.5618226,11689100,24379
Riau Islands,3,2020,20907,209.3451423,9986857,20907
West Java,1,2021,9418,264.1582571,3565287,9418
Aceh,1,2021,16281,332.049474,4903185,16281
North Kalimantan,3,2018,9666,140.2393296,6892503,9666
Java,3,2020,1045,180.5587473,578759,1045
Central Papua,1,2022,1977,186.6219353,1059361,1977
Banten,4,2018,12272,168.6011422,7278717,12272
Central Java,3,2020,93753,237.2759437,39512223,93753
Yogyakarta,4,2020,2971,305.1047276,973764,2971
East Java,4,2021,13668,237.3437504,5758736,13668
Lampung,2,2019,2084,155.0350689,1344212,2084
Central Sulawesi,2,2018,4481,153.8110894,2913314,4481
Riau Islands,3,2019,15907,159.2793408,9986857,15907
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
Gorontalo,1,2020,8431,149.4955699,5639632,8431
South Sulawesi,3,2018,7577,245.9940341,3080156,7577
West Papua,2,2019,25092,236.3285328,10617423,25092
Central Sulawesi,3,2019,4855,166.6487032,2913314,4855
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
Lampung,2,2018,1559,115.9787295,1344212,1559
West Nusa Tenggara,1,2022,2363,173.7869297,1359711,2363
Southeast Sulawesi,4,2019,673,88.3130244,762062,673
West Sumatra,1,2022,9377,161.0494855,5822434,9377
South East Java,3,2021,29717,254.2282982,11689100,29717
Java,1,2020,783,135.2894728,578759,783
North Kalimantan,4,2020,16679,241.9875624,6892503,16679
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
East Nusa Tenggara,3,2019,17556,197.653957,8882190,17556
Lampung,4,2021,2077,154.5143177,1344212,2077
Southeast Sulawesi,4,2020,1113,146.0511087,762062,1113
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
West Sulawesi,3,2019,20803,198.3489072,10488084,20803
Bangka Belitung,4,2021,17419,288.1230895,6045680,17419
South West Java,4,2021,6105,154.2846789,3956971,6105
North Sumatra,3,2020,3302,184.7722383,1787065,3302
Papua,4,2018,10056,163.847136,6137428,10056
North Kalimantan,3,2019,10502,152.3684502,6892503,10502
Bali,4,2020,18160,265.9179573,6829174,18160
Central Papua,1,2018,1538,145.1818596,1059361,1538
Central Java,2,2020,90270,228.4609499,39512223,90270
Java,1,2018,723,124.9224634,578759,723
Central Java,4,2018,59360,150.2319928,39512223,59360
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
West Sumatra,1,2021,14036,241.0675673,5822434,14036
South Sulawesi,1,2021,11896,386.2142047,3080156,11896
South Sulawesi,4,2020,9672,314.0100696,3080156,9672
North Sulawesi,3,2020,4774,151.3120153,3155070,4774
Java,1,2020,783,135.2894728,578759,783
Central Java,3,2018,21004,164.0682553,12801989,21004
Puerto Rico,4,2019,1057,33.09647073,3193694,1057
Bengkulu,2,2019,4560,151.1032526,3017804,4560
Puerto Rico,1,2022,1741,54.51367601,3193694,1741
North Sulawesi,4,2021,4153,131.6294092,3155070,4153
Lampung,3,2021,2642,196.5463781,1344212,2642
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
South Sulawesi,4,2018,6168,200.2495977,3080156,6168
Lampung,4,2018,1780,132.4195886,1344212,1780
Papua,3,2019,12453,202.9025839,6137428,12453
South Sulawesi,4,2021,8893,288.7191428,3080156,8893
Maluku,4,2021,15979,209.8387988,7614893,15979
East Nusa Tenggara,1,2020,15413,173.5270243,8882190,15413
East Papua,2,2021,15849,307.8244393,5148714,15849
East Kalimantan,1,2021,10558,236.3198918,4467673,10558
Sumatra,3,2019,53177,183.3950139,28995881,53177
Riau,2,2021,55663,286.1327034,19453561,55663
Aceh,3,2020,12293,250.7145865,4903185,12293
Java,1,2019,4149,129.4152949,3205958,4149
Jakarta,3,2018,56998,265.3817765,21477737,56998
Maluku,3,2021,3296,232.7894047,1415872,3296
Java,1,2021,7807,243.5153548,3205958,7807
Central Java,3,2019,71475,180.8933909,39512223,71475
West Sulawesi,1,2020,18909,180.290318,10488084,18909
Aceh,3,2021,15075,307.4532166,4903185,15075
Lampung,1,2020,1897,141.1235728,1344212,1897
West Java,2,2021,8741,245.1696035,3565287,8741
Central Sumatra,1,2022,8292,196.598318,4217737,8292
West Java,2,2021,8741,245.1696035,3565287,8741
West Nusa Tenggara,4,2019,2029,149.2228863,1359711,2029
West Java,2,2021,8741,245.1696035,3565287,8741
Maluku,2,2019,15513,203.7192118,7614893,15513
Riau Islands,1,2020,15463,154.8334977,9986857,15463
Yogyakarta,1,2022,3010,309.1098048,973764,3010
South West Java,1,2019,4869,123.0486653,3956971,4869
North Maluku,2,2021,7159,240.5457522,2976149,7159
North Sumatra,3,2021,3603,201.615498,1787065,3603
District of Columbia,2,2018,2210,313.1424912,705749,2210
West Sumatra,4,2018,8837,131.2642978,6732219,8837
Central Sulawesi,4,2018,4054,139.1542415,2913314,4054
North Maluku,2,2019,4519,151.840516,2976149,4519
South Sumatra,2,2019,22080,174.2448856,12671821,22080
North Sulawesi,2,2019,4380,138.8241782,3155070,4380
West Sulawesi,1,2022,21909,208.8942079,10488084,21909
Papua,2,2019,12087,196.9391739,6137428,12087
South Sumatra,3,2018,19519,154.0346885,12671821,19519
Central Java,4,2021,33282,259.9752273,12801989,33282
Central Java,1,2022,33937,265.0916197,12801989,33937
Maluku,4,2018,10655,139.9231742,7614893,10655
West Nusa Tenggara,1,2021,4088,300.6521239,1359711,4088
Borneo,2,2018,652,104.4890214,623989,652
Southeast Sulawesi,2,2018,675,88.57547024,762062,675
Papua,2,2021,15181,247.3511706,6137428,15181
Puerto Rico,3,2019,1124,35.19435488,3193694,1124
West Papua,4,2018,22315,210.1734103,10617423,22315
East Kalimantan,3,2021,9049,202.5439194,4467673,9049
Borneo,3,2021,1262,202.247155,623989,1262
Aceh,2,2021,17554,358.01219,4903185,17554
South East Java,3,2020,27009,231.0614162,11689100,27009
West Papua,1,2022,1098,124.1156197,884659,1098
Papua,3,2019,12453,202.9025839,6137428,12453
Central Sulawesi,2,2021,5848,200.7335975,2913314,5848
West Papua,2,2021,1351,152.7142097,884659,1351
Central Java,4,2020,34873,272.4029836,12801989,34873
Puerto Rico,2,2019,1152,36.07108258,3193694,1152
Central Java,3,2021,103498,261.9391979,39512223,103498
Riau Islands,3,2020,20907,209.3451423,9986857,20907
Bali,4,2018,835,114.1419872,731545,835
East Kalimantan,3,2018,6489,145.2433963,4467673,6489
Gorontalo,1,2021,14000,248.2431478,5639632,14000
Riau Islands,3,2019,15907,159.2793408,9986857,15907
Banten,2,2019,14589,200.4336753,7278717,14589
District of Columbia,2,2020,2342,331.8460246,705749,2342
West Sumatra,1,2022,11612,172.4839908,6732219,11612
Java,1,2022,851,147.0387502,578759,851
Java,1,2021,1201,207.5129717,578759,1201
Java,1,2020,4834,150.7817632,3205958,4834
Java,3,2019,832,143.7558638,578759,832
Maluku,1,2022,15095,198.2299686,7614893,15095
Bali,4,2018,12259,179.5092642,6829174,12259
Yogyakarta,1,2021,3822,392.4975661,973764,3822
Central Papua,4,2018,3139,149.7022409,2096829,3139
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
Yogyakarta,4,2019,2089,214.5283662,973764,2089
Central Sumatra,2,2018,6656,157.8097449,4217737,6656
Borneo,2,2019,902,144.5538303,623989,902
North Maluku,1,2019,3756,126.2033588,2976149,3756
North Maluku,1,2019,3756,126.2033588,2976149,3756
Papua,3,2018,11096,180.7923449,6137428,11096
Bali,4,2020,1685,230.3344292,731545,1685
Puerto Rico,4,2021,1483,46.43525648,3193694,1483
Southeast Sulawesi,4,2020,1113,146.0511087,762062,1113
Central Papua,4,2021,1933,182.4684881,1059361,1933
Central Java,1,2021,107438,271.9107958,39512223,0
Sumatra,4,2018,46567,160.5986726,28995881,46567
Central Java,1,2020,64095,162.2156263,39512223,64095
Central Sumatra,2,2021,10917,258.8354845,4217737,10917
North Maluku,1,2022,4998,167.9351403,2976149,4998
West Sumatra,1,2018,7761,133.2947699,5822434,7761
Java,1,2020,783,135.2894728,578759,783
Java,4,2018,716,123.712979,578759,716
District of Columbia,1,2021,3294,466.7381746,705749,3294
Java,1,2020,783,135.2894728,578759,783
District of Columbia,2,2020,2342,331.8460246,705749,2342
Java,3,2021,1067,184.359984,578759,1067
Yogyakarta,3,2020,3183,326.8759165,973764,3183
South Kalimantan,1,2022,9836,211.5817565,4648794,9836
South West Java,3,2021,7923,200.2289125,3956971,7923
Central Sumatra,2,2020,9425,223.4610645,4217737,9425
Aceh,4,2020,12498,254.8955424,4903185,12498
Borneo,2,2019,902,144.5538303,623989,902
Riau,4,2019,31706,162.9830138,19453561,31706
West Papua,3,2020,33623,316.6775968,10617423,33623
Java,3,2020,6471,201.8429437,3205958,6471
Papua,4,2021,11671,190.1610903,6137428,11671
Bali,1,2022,13878,203.2163773,6829174,13878
South Kalimantan,3,2019,7500,161.3321649,4648794,7500
North Sumatra,1,2019,2435,136.2569353,1787065,2435
Java,4,2021,5546,172.9904135,3205958,5546
West Kalimantan,3,2019,2846,158.8039374,1792147,2846
Jakarta,3,2021,78078,363.5299194,21477737,78078
West Sumatra,4,2020,13998,207.9254998,6732219,13998
North Sumatra,1,2019,2435,136.2569353,1787065,2435
Central Papua,2,2019,1590,150.0904791,1059361,1590
Aceh,1,2021,16281,332.049474,4903185,16281
South East Java,4,2020,25732,220.1367086,11689100,25732
Bangka Belitung,2,2021,22454,371.405698,6045680,22454
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
Maluku,4,2019,11629,152.7138989,7614893,11629
East Nusa Tenggara,4,2018,14455,162.741396,8882190,14455
Central Kalimantan,2,2018,2314,119.6231612,1934408,2314
West Sumatra,3,2020,12587,186.9665856,6732219,12587
Bali,4,2019,989,135.1933237,731545,0
West Kalimantan,1,2020,1604,150.0779395,1068778,1604
Papua,4,2020,14355,233.8927642,6137428,14355
West Java,4,2018,5256,147.4215119,3565287,5256
Bali,2,2018,1010,138.0639605,731545,1010
North Kalimantan,1,2019,10069,146.0862621,6892503,10069
Bali,2,2020,1247,170.4611473,731545,1247
Lampung,2,2019,2084,155.0350689,1344212,2084
North Sumatra,2,2019,2812,157.3529782,1787065,2812
East Papua,1,2019,8407,163.2834918,5148714,8407
South West Java,1,2020,5010,126.6119969,3956971,5010
Bali,4,2021,15365,224.9906065,6829174,15365
East Java,4,2020,14701,255.2817146,5758736,14701
North Sumatra,1,2018,2566,143.5873905,1787065,2566
West Kalimantan,2,2019,2931,163.5468519,1792147,2931
Gorontalo,2,2020,10302,182.6714935,5639632,10302
South Kalimantan,2,2021,16297,350.5640388,4648794,16297
Bengkulu,3,2019,4564,151.2357993,3017804,4564
Central Sulawesi,3,2019,4855,166.6487032,2913314,0
West Kalimantan,2,2018,2503,139.6648824,1792147,2503
North Sumatra,3,2020,3302,184.7722383,1787065,3302
Java,3,2020,1045,180.5587473,578759,1045
Yogyakarta,2,2021,3611,370.8290715,973764,3611
Bengkulu,3,2021,6208,205.7124982,3017804,6208
South Kalimantan,3,2019,7500,161.3321649,4648794,7500
North Maluku,2,2021,7159,240.5457522,2976149,7159
Southeast Sulawesi,3,2018,640,83.98266808,762062,640
Riau Islands,1,2019,15079,150.9884441,9986857,15079
West Kalimantan,1,2022,2594,144.7425909,1792147,2594
Central Java,1,2018,64431,163.0659961,39512223,64431
South Sulawesi,2,2020,9484,307.9064827,3080156,9484
Southeast Sulawesi,1,2018,612,80.30842635,762062,612
South Sulawesi,2,2021,11581,375.98745,3080156,11581
Yogyakarta,1,2020,2359,242.2558238,973764,2359
Borneo,4,2021,1081,173.2402334,623989,1081
West Kalimantan,1,2021,2577,241.11649,1068778,2577
South Sulawesi,1,2020,7713,250.4093948,3080156,7713
South Sumatra,3,2019,22699,179.1297399,12671821,22699
Bangka Belitung,4,2018,10914,180.5255984,6045680,10914
West Kalimantan,4,2018,2567,143.236018,1792147,2567
Lampung,1,2021,3520,261.8634561,1344212,3520
West Sumatra,2,2018,7455,128.0392358,5822434,7455
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
East Java,1,2021,19795,343.738626,5758736,19795
East Kalimantan,2,2021,9750,218.2344142,4467673,9750
West Sulawesi,1,2022,21909,208.8942079,10488084,21909
Bali,1,2021,22941,335.9264239,6829174,22941
Riau,2,2021,55663,286.1327034,19453561,55663
Riau,3,2021,51881,266.6915327,19453561,51881
South West Java,3,2020,7074,178.773107,3956971,7074
Bali,2,2020,15891,232.6928557,6829174,15891
West Nusa Tenggara,4,2021,2382,175.1842855,1359711,2382
Maluku,2,2020,2740,193.5203182,1415872,2740
Papua,3,2021,15207,247.7748008,6137428,15207
Maluku,1,2020,12332,161.945808,7614893,12332
Bengkulu,2,2018,3982,131.9502526,3017804,3982
Gorontalo,1,2018,7099,125.8770076,5639632,7099
South Sumatra,2,2019,22080,174.2448856,12671821,22080
Sulawesi,2,2019,16673,195.3366866,8535519,16673
Banten,2,2019,14589,200.4336753,7278717,14589
West Nusa Tenggara,2,2021,3288,241.8160918,1359711,3288
Gorontalo,3,2018,8125,144.069684,5639632,8125
Papua,3,2018,11096,180.7923449,6137428,11096
West Sumatra,1,2021,14036,241.0675673,5822434,14036
Bangka Belitung,4,2020,17938,296.7077318,6045680,17938
Maluku,2,2018,11301,148.4065502,7614893,11301
Papua,1,2019,10330,168.3115468,6137428,10330
South East Java,1,2019,19143,163.7679548,11689100,19143
Central Papua,2,2021,3090,291.6852706,1059361,3090
South Sulawesi,1,2019,6301,204.5675609,3080156,6301
Jakarta,2,2018,59081,275.0801912,21477737,59081
East Nusa Tenggara,2,2021,24926,280.628989,8882190,24926
Central Sumatra,4,2019,6566,155.6758992,4217737,6566
South West Java,3,2018,5345,135.0780686,3956971,5345
District of Columbia,4,2019,1782,252.497701,705749,1782
West Nusa Tenggara,3,2018,2031,149.3699764,1359711,2031
South Sulawesi,4,2021,8893,288.7191428,3080156,8893
